objname,ra,dec,distance,distance_err
NGC5809,225.218001,-14.1652282,37.62,6.061
UGC11802,325.9753335,46.618,37.656,4.469
UGC04267,123.2349345,54.9689821,37.671,5.328
UGC08793,208.1456355,38.705161,37.671,6.781
ESO554-029,85.9679775,-19.2914559,37.678,6.273
UGC06499,172.546758,35.8698657,37.679,5.498
ESO380-004,183.8108145,-34.790897,37.692,7.818
UGC08363,199.6925565,27.731883,37.704,6.451
NGC7732,355.3910415,3.7249444,37.733,4.984
UGC08464,202.078974,30.0192507,37.737,6.53
ESO468-006,337.82583,-28.3999693,37.758,7.136
ESO580-041,222.6518625,-18.1511571,37.797,5.737
UGC01378,29.080125,73.2827778,37.821,5.036
ESO436-038,158.473959,-27.8291667,37.829,7.783
ESO381-017,191.1440835,-33.9057778,37.833,7.414
NGC2865,140.8757595,-23.1615762,37.833,3.49
ESO443-017,194.4372495,-29.7663889,37.842,6.626
NGC2128,91.142463,57.6278143,37.846,4.443
ESO491-012,104.352816,-24.72693,37.851,7.37
ESO508-019,197.46555,-24.2393682,37.853,6.142
ESO463-005,308.5949685,-32.2654313,37.872,7.179
NGC5796,224.8503045,-16.6238199,37.872,6.07
UGC11689,317.40375,66.1699722,37.886,5.349
UGC08693,206.118183,35.1926507,37.892,6.7
ESO506-031,189.938085,-26.3361362,37.903,6.482
UGC08642,204.870438,46.0154522,37.91,6.953
ESO466-044,330.5658225,-31.7560888,37.911,7.471
ESO437-015,159.2418435,-28.1766855,37.925,7.752
NGC6587,273.4624095,18.8250938,37.938,5.003
UGC02441,44.5921155,3.862638,37.945,4.641
ESO576-023,199.413996,-21.6199365,37.953,6.143
UGC06317,169.536324,4.6161782,37.983,4.726
UGC08630,204.6031785,33.1177864,37.992,6.605
NGC4936,196.070742,-30.5262879,38.019,6.68
ESO527-019,305.190303,-24.1282477,38.02,6.548
NGC7757,357.1896555,4.1709874,38.021,4.677
UGC07798,189.5136915,-2.2640067,38.021,5.308
IC3063,183.778278,12.0166092,38.039,5.224
NGC6500,268.9991055,18.3382962,38.065,5.626
NGC1137,43.5114165,2.9621111,38.066,4.632
ESO462-013,305.706993,-31.5632156,38.07,6.942
UGC09637,224.689143,41.7656449,38.076,7.124
ESO506-029,189.8142495,-26.9100805,38.085,6.62
UGC04800,137.3321955,54.9115103,38.088,5.645
ESO494-004,118.875651,-22.7296603,38.089,7.315
NGC4034,180.373458,69.3239167,38.103,6.43
UGC11493,298.743666,5.8714444,38.104,4.626
NGC4481,187.452429,64.0333198,38.108,6.719
IC0776,184.763136,8.8560262,38.109,5.322
UGC10588,252.893082,21.8900052,38.136,5.696
UGC11459,294.3440205,40.7053819,38.137,4.751
ESO543-023,28.3121055,-18.9378375,38.15,3.825
UGC09567,222.944586,43.6448539,38.155,7.242
ESO462-028,307.7408025,-28.9263882,38.159,6.918
NGC4791,193.683111,8.0531055,38.167,5.499
ESO492-003,107.937666,-26.6584167,38.168,7.377
NGC5339,208.501125,-7.9306111,38.171,5.728
NGC2223,96.149538,-22.8382445,38.181,7.284
ESO407-014,349.4147085,-34.790807,38.189,5.481
ESO492-002,107.918253,-26.7050142,38.189,7.379
NGC5427,210.858645,-6.0306417,38.189,5.977
NGC5169,202.0418445,46.6721353,38.205,6.991
IC2461,139.9917525,37.1912192,38.206,6.566
ESO508-007,196.7821065,-24.1113639,38.207,6.297
IC1447,337.4991255,-5.1199167,38.21,6.683
NGC6602,274.142934,25.0438947,38.214,5.193
UGC01464,29.78127,1.8900245,38.216,4.548
NGC6599,273.9289815,24.912442,38.218,5.214
NGC5985,234.9044805,59.3319842,38.221,6.823
NGC5731,220.038375,42.7795421,38.228,7.029
ESO451-010,242.2694655,-31.7586926,38.247,4.38
UGC12580,351.140916,8.6161111,38.255,4.851
UGC09741,227.1396075,52.2961601,38.258,7.213
UGC09856,231.625218,41.2908846,38.27,6.824
NGC4067,181.048035,10.8543759,38.271,5.083
ESO480-017,44.811291,-23.6606944,38.293,3.806
ESO383-024,203.673027,-33.5198016,38.294,5.685
NGC6276,255.187872,23.0440007,38.296,5.734
UGC10437,247.781583,43.348518,38.317,6.336
IC3298,186.265602,17.0159415,38.321,5.569
UGC07867,190.570683,42.5209494,38.322,6.667
NGC1213,47.322084,38.6493611,38.334,3.858
NGC5173,202.1053275,46.5916096,38.346,7.01
NGC4259,184.842576,5.3763837,38.347,5.297
NGC2207,94.091796,-21.3727095,38.372,7.105
NGC4604,190.187871,-5.3027804,38.376,5.329
NGC3694,172.2255045,35.4139527,38.394,5.411
UGC05252,147.24225,41.4456402,38.395,6.345
ESO576-017,198.803277,-17.9668066,38.4,2.5
UGC09391,218.6541345,59.3382333,38.4,1.06
ESO576-003,197.6488335,-21.7482222,38.404,6.11
UGC03864,112.736253,72.5175576,38.404,5.225
UGC11834,327.932583,25.2556667,38.418,4.63
NGC5730,219.967392,42.7423322,38.434,7.019
NGC5929,231.5256195,41.6706914,38.439,6.846
NGC7163,329.8350525,-31.8830305,38.44,7.434
IC5005,306.334188,-25.8292778,38.442,6.573
NGC4653,190.9622145,-0.5612163,38.444,5.307
NGC4968,196.7747595,-23.6768611,38.454,6.379
UGC03147,71.957082,72.8598892,38.458,4.753
UGC10864,262.0808745,14.1689167,38.463,5.229
NGC1615,69.0079275,19.9506444,38.484,4.372
ESO555-013,89.104917,-19.6919583,38.498,6.637
NGC5018,198.25419,-19.5182358,38.5,5.34
NGC3780,174.843168,56.2707208,38.51,6.324
NGC4793,193.6691655,28.9387445,38.516,6.313
NGC5077,199.881825,-12.6564762,38.517,5.656
UGC11999,335.461734,42.951213,38.52,4.242
UGC08597,204.0651975,46.2000556,38.523,7.014
UGC02446,44.672625,3.4348889,38.537,4.792
NGC3061,149.050209,75.8665278,38.562,5.767
NGC3888,176.8931325,55.9672299,38.579,6.413
UGC10999,267.449958,25.7947649,38.586,5.383
NGC2504,119.9679555,5.6083123,38.598,6.219
NGC6949,308.778834,64.8027778,38.6,1.78
NGC5900,228.771387,42.2095269,38.605,7.014
IC0598,153.20238,43.1455269,38.607,6.409
NGC3481,164.859042,-7.5436389,38.612,5.292
IC3148,184.840614,7.8706919,38.628,5.353
UGC03354,86.825976,56.1123786,38.657,4.617
ESO510-043,210.393354,-23.1385287,38.669,5.662
NGC5815,225.1220415,-16.8343056,38.673,6.038
IC4197,197.017869,-23.7969149,38.674,6.452
ESO507-067,195.453114,-27.1250935,38.695,6.549
NGC5066,199.618584,-10.2339028,38.696,5.604
UGC03090,69.2361,71.529099,38.696,4.976
ESO462-025,307.284459,-27.9140002,38.699,6.756
NGC5850,226.7819145,1.5445518,38.716,5.855
UGC09703,226.359558,46.5652655,38.721,7.291
IC3049,183.3901005,14.4807997,38.724,5.271
ESO449-009,230.7994875,-32.4051756,38.736,4.519
UGC11421,288.8891085,44.1058546,38.739,4.994
ESO576-015,198.5355,-21.660601,38.743,6.23
UGC05642,156.424347,11.7391875,38.744,4.752
NGC1153,44.542965,3.3619953,38.756,4.839
UGC03794,110.7162,77.8069,38.756,5.444
UGC03705,108.046542,73.4706111,38.758,5.415
NGC4642,190.8239955,-0.644312,38.77,5.324
NGC5493,212.872404,-5.0435814,38.774,5.783
ESO563-003,129.329835,-20.9400241,38.775,7.883
ESO420-015,64.4249385,-31.2915931,38.776,3.991
NGC4961,196.4483085,27.7340646,38.789,6.362
UGC12873,359.6337495,26.2138889,38.8,4.151
ESO507-035,193.234125,-26.6969167,38.806,6.893
ESO563-034,134.2346145,-20.527343,38.813,7.907
NGC4264,184.899027,5.8467585,38.851,5.318
UGC02789,54.0565005,67.5646389,38.853,4.664
UGC03005,64.3349385,2.4501394,38.859,4.828
ESO507-008,191.4232575,-26.6340499,38.863,7.002
UGC10010,236.1902475,46.0781956,38.869,6.776
UGC11229,276.4101045,22.3273564,38.879,5.048
ESO596-020,305.358933,-22.1226236,38.894,6.454
NGC4193,183.47331,13.1728326,38.928,5.247
IC2163,94.1165355,-21.3759012,38.937,7.221
IC4407,215.9028885,-5.9822917,38.939,5.618
UGC01756,34.2245415,2.2033333,38.944,4.635
UGC11307,279.480426,27.793224,38.946,4.957
NGC5119,201.001344,-12.2764704,38.968,5.743
ESO400-037,307.806039,-33.4779966,38.969,6.981
UGC08290,198.1740945,22.8297748,38.971,6.087
NGC2179,92.009208,-21.7466806,38.972,6.894
UGC08076,194.4580395,29.6542102,38.987,6.379
NGC5728,220.599537,-17.2530053,39.0,4.73
ESO489-037,94.8215415,-24.4661944,39.008,7.191
NGC3320,159.9021465,47.3979261,39.011,6.03
NGC5346,208.257831,39.5807535,39.014,6.938
ESO489-035,94.747833,-24.6302361,39.015,7.164
NGC4289,185.259471,3.722077,39.019,5.205
UGC07170,182.654154,18.8283642,39.03,5.358
IC4216,199.257963,-10.7699843,39.032,5.64
NGC6467,267.6673755,17.5378611,39.045,5.642
UGC11859,329.5305585,1.0087905,39.046,5.689
NGC6278,255.2096895,23.0110376,39.051,5.753
ESO576-024,199.487607,-21.8654019,39.057,6.45
IC5020,307.660344,-33.4856299,39.06,6.961
IC4221,199.626438,-14.608875,39.064,5.854
ESO554-018,84.1965255,-18.6054355,39.066,5.978
UGC04684,134.169495,0.3750087,39.074,6.212
ESO489-011,92.507208,-22.6256111,39.075,6.991
ESO443-064,196.5349995,-30.0314167,39.076,6.691
NGC6586,273.4102965,21.0902407,39.083,5.091
NGC3614,169.588899,45.7482127,39.088,6.189
NGC5063,199.607154,-35.352509,39.088,7.362
NGC3683A,172.2989115,57.132305,39.124,6.267
NGC4158,182.7923385,20.1756702,39.128,5.417
IC1055,221.8570725,-13.716154,39.162,6.143
ESO462-010,305.5623105,-29.8576438,39.163,6.75
UGC10419,247.525347,27.6993619,39.185,6.007
UGC06774,177.047196,54.991811,39.215,6.423
IC4999,305.9847285,-26.0149444,39.224,6.531
UGC01137,23.8033455,5.5063857,39.229,4.026
NGC2919,143.6980545,10.2837016,39.23,5.424
NGC0851,32.8002915,3.7796944,39.232,4.49
NGC5022,198.378225,-19.5466187,39.233,5.976
NGC4378,186.3252345,4.9249453,39.244,5.333
NGC3976,178.988949,6.7495342,39.256,5.093
NGC5122,201.061677,-10.6542491,39.258,5.72
UGC05227,146.6451135,42.1919429,39.26,6.29
ESO490-014,98.4279165,-24.9858472,39.277,7.17
UGC03008,64.667208,2.5608611,39.284,4.806
NGC7820,1.128291,5.20025,39.295,4.501
NGC3147,154.223655,73.4007336,39.3,1.63
NGC5326,207.711276,39.5748744,39.307,6.962
ESO451-015,242.7511275,-32.3457741,39.32,4.446
ESO479-021,39.964209,-23.2580599,39.337,3.84
ESO492-007,109.211166,-24.7202778,39.341,7.333
UGC09657,225.2029725,48.3608536,39.352,7.372
UGC06402,170.829651,-0.9225091,39.356,4.818
ESO474-025,11.779923,-22.5937794,39.391,4.041
UGC11806,326.056041,46.6213611,39.423,4.687
ESO462-022,307.0250355,-28.0847771,39.428,6.709
UGC07945,191.754183,-1.5780883,39.43,5.405
IC2059,65.1095835,-31.7245833,39.447,3.991
NGC7391,342.650424,-1.5448058,39.453,5.811
NGC5105,200.4545625,-13.2067778,39.459,5.859
NGC3915,177.2286345,-4.681915,39.461,5.031
UGC08249,197.6089635,24.9225182,39.48,6.305
ESO564-022,136.8124755,-17.7688173,39.495,7.718
NGC5289,206.286207,41.5033236,39.501,7.069
NGC3312,159.260562,-27.5649583,39.515,7.235
NGC0638,24.9077085,7.2373333,39.517,4.125
NGC6916,305.8877505,58.3440278,39.519,5.007
IC5321,351.5832705,-17.956257,39.522,5.529
NGC3835,176.0203485,60.1197738,39.524,6.482
ESO491-013,104.8387485,-25.8998023,39.534,7.318
IC3453,187.9075605,14.8588739,39.538,5.604
NGC6907,306.2776215,-24.8093996,39.541,6.518
UGC05673,157.23384,58.9730057,39.55,5.938
IC0273,44.2948755,2.7750556,39.559,4.808
ESO491-015,105.1773855,-27.3686373,39.572,7.329
IC0276,44.673735,-15.7018926,39.579,3.81
ESO507-043,193.4168745,-26.654,39.589,7.134
ESO581-006,224.5107675,-19.3896864,39.592,5.495
NGC5049,198.997122,-16.3971134,39.594,5.952
ESO426-010,96.663615,-28.6643725,39.595,6.748
NGC5313,207.434802,39.9847415,39.6,6.993
IC4336,207.6807375,39.7068079,39.602,6.983
UGC12095,338.68635,50.165501,39.619,4.425
NGC6671,279.3589815,26.4170734,39.634,5.044
UGC09665,225.3852435,48.3197881,39.642,7.382
UGC08231,197.156004,54.0743675,39.665,7.1
UGC07697,188.2151895,20.1835661,39.672,5.732
UGC12208,342.5264955,-1.0492542,39.687,5.759
NGC2710,134.9515335,55.7063073,39.719,5.627
NGC3314A,159.3033315,-27.6837666,39.722,7.242
UGC00035,1.2884205,6.2594888,39.73,4.487
ESO403-029,326.9528295,-34.2164701,39.749,7.473
NGC3094,150.358014,15.7699934,39.759,5.048
NGC5899,228.76356,42.0498893,39.764,7.062
NGC7428,344.33142,-1.0490373,39.767,5.62
NGC4078,181.198458,10.595614,39.775,5.184
UGC10966,266.309556,18.1388848,39.781,5.566
UGC08386,200.07744,50.7204058,39.792,7.333
UGC10743,257.877885,7.9945757,39.8,1.67
NGC2263,99.620166,-24.8486667,39.833,7.341
ESO489-034,94.7375625,-24.5516977,39.836,7.191
ESO580-001,218.5950765,-21.8961133,39.842,5.612
UGC10140,240.456744,18.721112,39.842,5.831
NGC5010,198.109626,-15.7978973,39.85,5.976
NGC5290,206.329785,41.7124718,39.852,7.113
NGC7081,322.85046,2.49132,39.862,5.247
UGC03247,76.660476,8.676111,39.862,4.835
UGC07976,192.3156,4.6561494,39.867,5.47
NGC6762,286.4044995,63.9339722,39.87,5.239
UGC08042,193.7928405,7.9179298,39.898,5.546
ESO400-024,306.7967085,-35.2432917,39.926,6.971
ESO443-036,195.549216,-30.4389169,39.932,6.976
UGC11760,322.916055,2.4508673,39.932,5.25
IC1313,304.681875,-16.946,39.972,5.523
UGC00027,1.121436,5.845816,39.977,4.508
IC3021,182.4773235,13.0498602,39.987,5.248
UGC11037,268.771965,18.2572,39.995,5.573
ESO507-026,192.89925,-26.09,39.997,7.119
UGC03048,67.3501245,70.4244444,40.009,5.023
NGC4814,193.8413445,58.3441167,40.011,6.995
ESO443-054,196.208211,-30.2442245,40.035,6.962
ESO554-002,82.2814545,-19.9340229,40.051,5.602
NGC2735,135.6611025,25.9346276,40.078,5.786
UGC10968,266.043531,57.9877822,40.078,5.73
UGC03042,67.1652915,70.3471667,40.09,5.037
UGC09880,232.684926,47.318941,40.108,6.968
NGC4803,193.890285,8.2404659,40.116,5.55
ESO437-001,158.7042315,-28.4174314,40.124,7.724
UGC01314,27.7641915,12.5918253,40.125,4.476
ESO563-028,132.689418,-21.9633147,40.15,7.852
UGC12475,349.2454395,3.7097998,40.15,4.809
NGC7612,349.934166,8.5763611,40.154,4.982
UGC10854,261.193296,58.2057171,40.155,6.043
NGC5371,208.9164195,40.4616986,40.173,7.022
ESO501-022,158.8397505,-27.6955,40.178,7.257
NGC5016,198.0278475,24.0950337,40.198,6.228
NGC5012,197.9042895,22.9154564,40.21,6.103
UGC09815,229.8125565,44.9162455,40.223,7.105
IC1151,239.6347605,17.4414742,40.225,3.95
NGC4249,184.4974905,5.5985964,40.227,5.324
UGC04010,116.435166,4.98125,40.235,5.663
NGC5062,199.598301,-35.4586699,40.245,7.92
UGC01155,24.280458,4.88525,40.254,3.627
ESO442-011,189.0479715,-28.0316255,40.293,7.372
ESO493-016,117.182739,-26.2463157,40.3,7.391
NGC4628,190.6053315,-6.9710151,40.311,5.326
ESO575-055,196.666476,-22.4557797,40.324,6.577
UGC01084,22.8420345,23.9538925,40.332,4.095
IC1553,8.167209,-25.6075388,40.341,4.546
ESO507-039,193.3895865,-26.6628546,40.345,7.139
UGC02994,63.5975835,2.7314722,40.345,4.727
NGC1638,70.40214,-1.8087936,40.357,4.892
ESO581-013,225.068109,-18.5445769,40.361,5.576
IC2327,125.3664825,3.1692954,40.382,5.737
NGC5982,234.6658485,59.3558674,40.4,2.6
UGC09936,234.1874685,44.2367627,40.4,6.865
UGC07848,190.2388275,63.5196496,40.432,6.954
IC0211,32.783292,3.8524722,40.434,4.327
UGC08066,194.2514055,1.0285352,40.436,5.478
IC0851,197.142888,21.0498927,40.44,5.983
ESO596-034,306.3349905,-19.2678743,40.45,5.933
NGC1211,46.718394,-0.7944535,40.459,4.903
UGC08316,198.52704,48.1562033,40.463,7.162
ESO443-010,193.8856485,-28.458907,40.481,7.114
NGC5354,208.36137,40.302753,40.495,7.037
UGC01649,32.3008485,6.600022,40.499,4.56
NGC6063,241.8041085,7.978973,40.5,3.4
UGC02998,64.142958,2.7590278,40.503,4.731
IC3740,191.3775825,20.8159793,40.507,5.837
NGC5198,202.547541,46.6708056,40.524,7.114
ESO468-008,338.0054175,-28.0235938,40.526,6.272
UGC06379,170.4411615,2.4209446,40.527,4.718
ESO507-021,192.6192885,-26.8425824,40.529,7.162
UGC09858,231.672834,40.5645932,40.533,6.916
NGC1635,70.032834,-0.5475417,40.535,5.031
ESO363-018,85.977549,-33.2753826,40.549,5.153
UGC03180,72.601125,8.7131111,40.553,4.822
NGC6903,305.936976,-19.3254993,40.554,5.906
NGC5950,232.878324,40.4300635,40.555,6.869
ESO554-037,87.0677505,-19.5699861,40.559,6.467
NGC4276,185.03115,7.6916818,40.56,5.408
ESO555-029,91.1144265,-20.353772,40.592,7.143
UGC04970,140.4398745,39.5247779,40.597,6.176
ESO555-015,89.4332505,-21.2819444,40.622,6.767
ESO512-020,221.2372935,-23.7943756,40.631,5.722
UGC08040,193.6814475,58.7764422,40.642,6.961
UGC01172,24.9104835,5.7828349,40.644,3.757
UGC08263,197.846823,3.4115121,40.65,3.75
UGC03361,87.6060465,49.7137331,40.663,4.701
IC0777,184.849101,28.3099773,40.664,5.831
NGC4690,191.981334,-1.6559975,40.671,5.506
NGC4521,188.198613,63.9392102,40.677,6.924
ESO596-033,306.31632,-21.3076885,40.68,6.192
NGC2731,135.534999,8.3017041,40.681,5.676
NGC5320,207.584901,41.3661875,40.69,7.167
NGC4993,197.4487515,-23.3839442,40.7,1.5
NGC7611,349.902582,8.0632668,40.71,4.971
UGC12213,342.762507,7.2955944,40.711,5.483
ESO468-009,338.12265,-29.5801495,40.714,6.262
ESO424-008,85.447833,-31.3761654,40.74,5.16
UGC01647,32.2592385,6.1583825,40.741,4.538
NGC7673,351.9212475,23.5889331,40.744,4.456
ESO507-041,193.393542,-25.384,40.75,7.027
UGC08721,206.8904115,40.3511133,40.752,7.102
UGC03445,95.386596,59.126602,40.767,4.764
ESO546-036,45.0639135,-22.2909924,40.771,3.387
NGC5076,199.8766455,-12.740875,40.777,5.996
NGC4256,184.67946,65.8982863,40.788,6.766
UGC11838,328.1497065,28.3063837,40.788,4.634
ESO443-001,193.455369,-27.8942866,40.792,7.286
UGC08084,194.5926435,2.7924858,40.792,5.465
ESO508-010,196.907244,-23.5789243,40.793,6.667
NGC3687,172.00245,29.5110084,40.793,5.18
NGC5930,231.533082,41.6760604,40.81,6.96
NGC5937,232.692186,-2.8294502,40.813,5.528
UGC08603,204.140334,44.5991646,40.816,7.19
UGC08056,194.0827965,10.1888492,40.818,5.545
NGC6484,267.945789,24.4832353,40.82,5.425
NGC5472,211.7292705,-5.4605,40.821,5.881
ESO479-020,39.782646,-22.6620119,40.822,3.478
NGC3633,170.109414,3.5856988,40.828,4.635
UGC05626,156.116436,57.3924998,40.834,5.911
ESO501-026,158.853021,-27.4821056,40.839,7.206
NGC4191,183.4599615,7.2009018,40.858,5.357
UGC10721,257.1064935,25.5172991,40.866,5.621
UGC03446,95.4117285,59.12539,40.885,4.775
UGC06561,173.8613145,33.3029085,40.885,5.338
UGC09647,224.8947855,32.8413889,40.889,6.276
NGC4799,193.814721,2.8966172,40.9,5.467
UGC09164,214.6806405,21.8175844,40.902,6.013
UGC07133,182.332245,18.9973544,40.926,5.411
NGC7460,345.4287915,2.2635833,40.959,5.554
UGC02899,58.602567,6.5899327,40.969,5.061
UGC08067,194.300553,-1.7067992,40.983,5.589
UGC09827,230.493639,41.1253142,40.983,6.972
UGC07195,182.962833,67.9286385,40.984,6.184
ESO429-012,115.2449805,-32.0726462,40.989,6.955
ESO512-016,220.6950945,-24.2102826,40.989,5.773
NGC1517,62.2997085,8.64875,40.989,4.91
ESO552-016,73.11927,-19.2938008,40.992,4.936
NGC3285B,158.65356,-27.6528628,41.026,7.245
UGC03804,110.6442915,71.5989722,41.029,4.655
ESO507-013,192.022668,-27.5775971,41.057,7.271
NGC7755,356.9657175,-30.5220634,41.058,5.149
UGC03127,70.107855,-2.0202305,41.061,4.935
IC1125,233.2734075,-1.6282532,41.064,5.393
ESO507-027,192.906843,-26.117478,41.067,7.082
NGC1107,42.3317085,8.0926111,41.083,5.034
ESO546-009,40.488258,-21.2868109,41.089,3.354
NGC4384,186.299697,54.5061989,41.1,6.957
UGC06371,170.4290835,70.6476389,41.126,5.762
ESO563-024,132.3290445,-19.0041386,41.14,6.817
UGC02437,44.473875,11.1829167,41.144,4.898
ESO604-004,346.620312,-17.7857354,41.145,6.111
ESO596-019,305.240181,-19.4572377,41.147,5.811
UGC11029,268.465434,24.4668688,41.148,5.473
ESO546-021,41.9283315,-18.8402717,41.165,3.381
NGC6389,263.165769,16.401695,41.169,5.286
ESO563-036,134.2977975,-20.5770649,41.184,6.981
NGC4626,190.605924,-7.0441241,41.197,5.347
ESO462-016,305.9123775,-28.2778861,41.2,1.33
ESO566-004,146.0266665,-21.2859174,41.203,7.683
ESO546-006,40.4487435,-20.7987997,41.204,3.346
UGC05023,141.5050515,19.3835065,41.205,5.296
UGC04867,138.6797085,40.8795278,41.225,6.125
NGC3030,147.5440365,-12.2263226,41.274,6.533
IC4501,221.856063,-22.406037,41.278,5.726
ESO580-026,221.866731,-22.1574045,41.287,5.713
ESO555-006,88.038882,-18.0235837,41.291,6.755
NGC7751,356.7432855,6.8616808,41.301,4.827
NGC5311,207.2336175,39.9852094,41.308,7.083
ESO580-027,221.8687995,-22.2782266,41.309,5.722
ESO603-006,340.6974165,-21.164935,41.317,6.368
NGC0172,9.306657,-22.586996,41.317,4.288
UGC07143,182.4446955,25.026226,41.332,5.764
UGC11293,279.173988,10.438803,41.342,5.084
UGC06062,164.656551,9.0504308,41.356,4.464
NGC4108,181.684764,67.1628529,41.362,6.273
NGC4257,184.7769435,5.7259268,41.366,5.344
UGC11027,268.3167105,24.5723171,41.372,5.465
NGC3516,166.69779,72.5685398,41.374,5.6
NGC4964,196.353594,56.322741,41.384,7.126
NGC2089,86.9642025,-17.6024119,41.392,6.489
UGC12597,351.52797,21.7753978,41.396,4.62
NGC0922,36.2680485,-24.7883352,41.398,3.658
ESO366-030,105.0199995,-32.6172955,41.409,6.814
ESO507-042,193.4001825,-26.2942281,41.409,7.103
ESO494-030,122.3197785,-25.4852356,41.422,7.005
NGC4671,191.448459,-7.0696944,41.449,5.454
ESO471-044,359.041395,-27.4666079,41.455,4.938
ESO501-014,158.3995665,-27.0227745,41.46,7.162
NGC7664,351.665445,25.0798749,41.47,4.475
ESO507-025,192.882687,-26.4520979,41.503,7.116
UGC03701,107.9278755,72.1691944,41.511,4.577
ESO603-012,341.522634,-19.4153219,41.527,6.284
UGC10650,255.060666,23.1062718,41.556,5.467
NGC4831,194.402871,-27.2922058,41.561,7.262
UGC01646,32.2689555,5.1128667,41.567,4.502
IC2597,159.4473465,-27.0812698,41.571,7.075
UGC06532,173.2911255,70.3901111,41.571,5.788
ESO501-066,159.729708,-26.6400076,41.584,7.027
ESO384-029,210.196167,-34.2247222,41.598,5.738
NGC6458,267.295917,20.8043611,41.65,5.451
UGC06517,173.010063,36.6980246,41.655,5.594
ESO580-045,222.8015835,-20.4406944,41.674,5.631
UGC03680,107.0199,52.903099,41.681,4.953
ESO469-006,343.7833845,-30.9221059,41.689,5.86
UGC10383,246.180132,64.5117057,41.691,6.517
NGC0645,25.036233,5.7267206,41.695,3.931
NGC6490,268.6269165,18.3759167,41.708,5.506
NGC4194,183.5400795,54.5264728,41.715,6.997
UGC10808,259.8814995,28.3315904,41.718,5.723
UGC03881,112.575792,49.5197778,41.73,5.466
IC2153,90.017685,-33.9206449,41.744,5.638
NGC4795,193.761927,8.0655331,41.761,5.498
NGC0825,32.134833,6.32375,41.766,4.582
ESO499-014,148.3284315,-25.0753891,41.78,7.921
NGC5604,216.178326,-3.2122031,41.783,5.658
UGC03771,109.473333,70.5190556,41.783,4.658
UGC08255,197.7355035,11.4773517,41.8,1.82
UGC09837,230.965329,58.0529766,41.801,6.73
NGC2073,86.474628,-21.9991118,41.808,6.412
NGC2124,89.467584,-20.0846389,41.843,7.241
NGC6267,254.536089,22.9850973,41.859,5.467
UGC08611,204.20553,44.8814818,41.865,7.149
ESO489-050,96.1621185,-22.5971734,41.872,7.519
NGC0781,30.0374235,12.6561485,41.879,4.441
NGC5630,216.902583,41.2577621,41.889,6.781
UGC08577,203.817492,44.7613841,41.892,7.147
UGC01605,31.755375,8.1304167,41.909,4.552
ESO508-033,199.0968675,-26.5616141,41.917,6.934
UGC12205,342.437097,15.089067,41.918,5.025
ESO472-006,358.518741,-25.4546636,41.93,4.966
UGC01423,29.6097585,71.1189083,41.933,4.876
ESO512-012,220.047465,-25.776695,41.945,5.703
ESO367-001,106.43199,-33.3111279,41.953,6.663
NGC1954,83.2014585,-14.0627778,41.954,6.218
IC1776,31.3132005,6.1069579,41.993,4.529
NGC2735A,135.674286,25.9384701,42.019,5.209
UGC06491,172.350267,34.8711095,42.033,5.45
ESO490-020,99.7189995,-25.1656944,42.046,7.401
NGC2216,95.378139,-22.08747,42.046,7.536
ESO603-008,341.1117225,-20.0352065,42.06,6.233
ESO367-017,109.8593925,-35.6565394,42.065,6.587
ESO596-032,306.221157,-18.3452971,42.072,5.645
IC3813,192.509535,-25.9204572,42.091,7.059
NGC7074,322.4120535,6.6823781,42.093,5.079
ESO383-017,203.3198085,-34.4672845,42.095,6.976
UGC05172,145.4659575,48.6710619,42.095,5.927
UGC07153,182.445501,62.2685136,42.113,6.637
UGC08153,195.774573,3.991954,42.149,5.455
ESO354-021,29.637699,-34.863513,42.151,3.634
UGC06545,173.433045,32.633894,42.196,5.262
NGC7365,341.291835,-19.9520665,42.205,6.213
UGC03690,107.2785,53.445599,42.218,5.051
UGC08045,193.847592,7.9099023,42.227,5.474
NGC2722,134.692416,-3.7100933,42.234,5.535
NGC2776,138.060501,44.9548679,42.234,5.912
UGC11475,296.6720835,59.7004167,42.234,5.42
UGC04247,122.264226,16.6761375,42.235,5.026
ESO534-015,340.0026795,-26.1239991,42.25,6.242
ESO490-007,97.741083,-23.7290556,42.258,7.472
NGC6674,279.641058,25.3750638,42.26,5.124
ESO427-006,101.444541,-31.2303333,42.3,3.34
ESO581-011,224.909037,-18.7316067,42.307,5.563
ESO499-043,151.7340345,-25.2919633,42.322,6.738
ESO564-011,135.69237,-20.7252619,42.339,6.62
ESO534-024,341.31102,-22.7306454,42.345,6.187
ESO427-008,102.184548,-32.0990132,42.349,6.799
UGC10823,260.4021075,22.8407838,42.349,5.763
UGC03722,107.858967,54.3767162,42.355,5.18
UGC03006,64.355292,2.3710278,42.361,4.998
UGC01716,33.4377915,4.1023056,42.394,4.48
UGC04853,138.2553225,20.3653122,42.403,5.128
ESO504-016,177.143337,-25.9527522,42.404,6.792
NGC4428,186.8679555,-8.1679007,42.406,5.069
ESO506-011,187.1139495,-24.6368738,42.412,6.953
NGC4970,196.8906045,-24.0085694,42.432,6.851
UGC06747,176.5999935,13.8272359,42.432,5.053
ESO555-026,90.7656465,-20.2966111,42.446,7.305
UGC04882,139.104816,42.9916684,42.446,6.134
UGC01663,32.5370835,7.6458889,42.456,4.626
UGC05728,158.782506,79.1505657,42.456,5.187
